path,tracked,git_status,category,recommended_action,destructive_action_permitted,notes
docs/reports/task_573_historical_nbbo_feature_rebuild/artifact_manifest.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_573_historical_nbbo_feature_rebuild/task_573_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_573_historical_nbbo_feature_rebuild/task_573_historical_nbbo_feature_rebuild.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_574_historical_microstructure_failure_separation/artifact_manifest.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_574_historical_microstructure_failure_separation/task_574_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_574_historical_microstructure_failure_separation/task_574_historical_microstructure_failure_separation.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_575_microstructure_download_integration_gate/artifact_manifest.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_575_microstructure_download_integration_gate/task_575_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_575_microstructure_download_integration_gate/task_575_microstructure_download_integration_gate.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_576_microstructure_aware_continuation_backtest/artifact_manifest.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_576_microstructure_aware_continuation_backtest/task_576_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_576_microstructure_aware_continuation_backtest/task_576_microstructure_aware_continuation_backtest.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_577_historical_nbbo_trajectory_factor_rebuild/artifact_manifest.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_577_historical_nbbo_trajectory_factor_rebuild/task_577_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_577_historical_nbbo_trajectory_factor_rebuild/task_577_historical_nbbo_trajectory_factor_rebuild.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_578_regime_vwap_nbbo_trajectory_backtest/artifact_manifest.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_578_regime_vwap_nbbo_trajectory_backtest/task_578_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_578_regime_vwap_nbbo_trajectory_backtest/task_578_regime_vwap_nbbo_trajectory_backtest.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_579_live_paper_capture_readiness_upgrade/artifact_manifest.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_579_live_paper_capture_readiness_upgrade/task_579_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_579_live_paper_capture_readiness_upgrade/task_579_live_paper_capture_readiness_upgrade.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_580_nbbo_trajectory_firm_grade_gate/artifact_manifest.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_580_nbbo_trajectory_firm_grade_gate/task_580_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_580_nbbo_trajectory_firm_grade_gate/task_580_nbbo_trajectory_firm_grade_gate.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_581_quote_pressure_price_response_refinement/artifact_manifest.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_581_quote_pressure_price_response_refinement/task_581_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_581_quote_pressure_price_response_refinement/task_581_quote_pressure_price_response_refinement.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_582_kis_paper_trading_bridge/artifact_manifest.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_582_kis_paper_trading_bridge/task_582_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_582_kis_paper_trading_bridge/task_582_kis_paper_trading_bridge.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_583_live_signal_refresh_repair/artifact_manifest.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_583_live_signal_refresh_repair/task_089_runtime_refresh.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_583_live_signal_refresh_repair/task_583_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_583_live_signal_refresh_repair/task_583_live_signal_refresh_repair.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_584_runtime_strategy_decision_gate/artifact_manifest.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_584_runtime_strategy_decision_gate/task_584_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_584_runtime_strategy_decision_gate/task_584_runtime_strategy_decision_gate.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_585_kis_paper_order_execution/artifact_manifest.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_585_kis_paper_order_execution/task_585_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_585_kis_paper_order_execution/task_585_kis_paper_order_execution.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_586_frontend_paper_ops_integration/artifact_manifest.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_586_frontend_paper_ops_integration/frontend_paper_ops_contract_v2.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_586_frontend_paper_ops_integration/task_586_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_586_frontend_paper_ops_integration/task_586_frontend_paper_ops_integration.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_587_slack_trading_report_integration/artifact_manifest.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_587_slack_trading_report_integration/task_587_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_587_slack_trading_report_integration/task_587_slack_trading_report_integration.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_588_kis_paper_market_hours_runtime_loop/artifact_manifest.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_588_kis_paper_market_hours_runtime_loop/task_588_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_588_kis_paper_market_hours_runtime_loop/task_588_kis_paper_market_hours_runtime_loop.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_589_nasdaq_paper_ops_hardening/artifact_manifest.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_589_nasdaq_paper_ops_hardening/paper_eod_decision_evidence.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_589_nasdaq_paper_ops_hardening/paper_eod_filled_decision_evidence.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_589_nasdaq_paper_ops_hardening/paper_eod_trading_team_feedback_2026-05-20.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_589_nasdaq_paper_ops_hardening/paper_eod_trading_team_feedback_2026-05-21.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_589_nasdaq_paper_ops_hardening/paper_eod_trading_team_feedback_2026-05-22.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_589_nasdaq_paper_ops_hardening/paper_eod_trading_team_feedback_2026-05-27.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_589_nasdaq_paper_ops_hardening/paper_eod_trading_team_feedback_2026-05-28.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_589_nasdaq_paper_ops_hardening/paper_eod_trading_team_feedback_2026-06-01.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_589_nasdaq_paper_ops_hardening/paper_eod_trading_team_feedback_2026-06-02.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_589_nasdaq_paper_ops_hardening/task_589_nasdaq_paper_ops_hardening.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_590_runtime_market_data_source_unification/artifact_manifest.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_590_runtime_market_data_source_unification/task_590_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_590_runtime_market_data_source_unification/task_590_runtime_market_data_source_unification.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_591_institutional_production_hardening_wave1/artifact_manifest.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_591_institutional_production_hardening_wave1/task_591_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_591_institutional_production_hardening_wave1/task_591_institutional_production_hardening_wave1.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_592_hibernate_first_workstation_ops/artifact_manifest.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_592_hibernate_first_workstation_ops/task_592_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_592_hibernate_first_workstation_ops/task_592_hibernate_first_workstation_ops.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_593_mobile_remote_ops/artifact_manifest.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_593_mobile_remote_ops/task_593_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_593_mobile_remote_ops/task_593_mobile_remote_ops.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_594_investment_app_frontend_overhaul/artifact_manifest.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_594_investment_app_frontend_overhaul/task_594_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_594_investment_app_frontend_overhaul/task_594_investment_app_frontend_overhaul.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_595_feedback_integrated_development_plan/artifact_manifest.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_595_feedback_integrated_development_plan/subagent_packets.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_595_feedback_integrated_development_plan/task_595_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_595_feedback_integrated_development_plan/task_595_feedback_integrated_development_plan.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_596_daily_feedback_complete_application/artifact_manifest.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_596_daily_feedback_complete_application/task_596_daily_feedback_complete_application.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_596_daily_feedback_complete_application/task_596_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_597_frontend_backend_paper_ops_triage/artifact_manifest.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_597_frontend_backend_paper_ops_triage/task_597_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_597_frontend_backend_paper_ops_triage/task_597_frontend_backend_paper_ops_triage.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_598_paper_week_feedback_operating_plan/artifact_manifest.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_598_paper_week_feedback_operating_plan/task_598_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_598_paper_week_feedback_operating_plan/task_598_paper_week_feedback_operating_plan.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_599_strategy_acceptance_program/artifact_manifest.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_599_strategy_acceptance_program/readiness_dashboard_review.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_599_strategy_acceptance_program/review_packet/README.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_599_strategy_acceptance_program/slack_policy_lock.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_599_strategy_acceptance_program/source_health_weekly.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_599_strategy_acceptance_program/task_599_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_599_strategy_acceptance_program/task_599_strategy_acceptance_program.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_600_0_position_lifecycle_contract/artifact_manifest.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_600_0_position_lifecycle_contract/task_600_0_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_600_1_position_lifecycle_implementation/artifact_manifest.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_600_1_position_lifecycle_implementation/lifecycle_test_report.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_600_1_position_lifecycle_implementation/task_600_1_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_600_2_exit_generator_program/artifact_manifest.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_600_2_exit_generator_program/exit_distribution_report.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_600_2_exit_generator_program/lifecycle_test_matrix.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_600_2_exit_generator_program/task_600_2_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_600_3_runtime_exit_engine/artifact_manifest.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_600_3_runtime_exit_engine/exit_distribution_report.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_600_3_runtime_exit_engine/realized_trade_report.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_600_3_runtime_exit_engine/runtime_exit_report.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_600_3_runtime_exit_engine/task_600_3_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_600_4_broker_truth_exit_lifecycle/artifact_manifest.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_600_4_broker_truth_exit_lifecycle/broker_truth_exit_report.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_600_4_broker_truth_exit_lifecycle/task_600_4_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_600_5_stop_tp_validation/artifact_manifest.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_600_5_stop_tp_validation/stop_tp_validation.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_600_5_stop_tp_validation/task_600_5_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_600_602_2_acceptance_blocker_forensics/artifact_manifest.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_600_602_2_acceptance_blocker_forensics/task_600_602_2_final_report.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_600_6_broker_truth_closed_trade_capture/artifact_manifest.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_600_6_broker_truth_closed_trade_capture/broker_truth_closed_trade_report.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_600_6_broker_truth_closed_trade_capture/task_600_6_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_601_0_candidate_funnel_contract/artifact_manifest.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_601_0_candidate_funnel_contract/task_601_0_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_601_1_candidate_funnel_implementation/artifact_manifest.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_601_1_candidate_funnel_implementation/candidate_funnel_audit.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_601_1_candidate_funnel_implementation/task_601_1_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_601_2_concentration_forensics/artifact_manifest.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_601_2_concentration_forensics/concentration_rootcause.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_601_2_concentration_forensics/task_601_2_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_601_2_concentration_forensics/top_symbol_report.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_601_3_portfolio_selection_layer/artifact_manifest.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_601_3_portfolio_selection_layer/portfolio_selection_audit.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_601_3_portfolio_selection_layer/portfolio_selection_decisions.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_601_3_portfolio_selection_layer/task_601_3_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_601_4_concentration_stability/artifact_manifest.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_601_4_concentration_stability/concentration_stability_report.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_601_4_concentration_stability/task_601_4_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_602_0_replay_acceptance_contract/artifact_manifest.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_602_0_replay_acceptance_contract/task_602_0_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_602_1_replay_acceptance_implementation/artifact_manifest.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_602_1_replay_acceptance_implementation/paper_replay_acceptance_report.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_602_1_replay_acceptance_implementation/replay_validation.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_602_1_replay_acceptance_implementation/task_602_1_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_602_2_position_replay_root_cause/artifact_manifest.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_602_2_position_replay_root_cause/position_replay_failure_report.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_602_2_position_replay_root_cause/task_602_2_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_602_3_position_reconstruction_engine/artifact_manifest.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_602_3_position_reconstruction_engine/position_replay_acceptance_report.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_602_3_position_reconstruction_engine/task_602_3_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_602_4_order_replay_recovery/artifact_manifest.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_602_4_order_replay_recovery/order_replay_acceptance_report.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_602_4_order_replay_recovery/order_replay_gap_report.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
