task_id,title,owner_team,status,canonical_state,strategy_acceptance,data_readiness,parent_task,key_report,key_decision,key_artifacts,validation_command,notes
T601-4,Concentration Stability,Candidate Funnel Research,Accepted,active,not-accepted,runtime-source,T601-3,docs/reports/task_601_4_concentration_stability/concentration_stability_report.md,docs/reports/task_601_4_concentration_stability/task_601_4_decision.csv,docs/reports/task_601_4_concentration_stability,python -m unittest tests.test_task601_4_concentration_stability,Validates recent multi-session selected concentration with top3_share 0.75 entropy 1.386294 and symbol_count 4.
TaskL0SourceAcquisitionHardening,L0 News Microstructure Collection Recovery and Hardening,Data & Market Microstructure,Accepted,active,not-applicable,l0-iex-smoke-collected,Task599,docs/reports/task_l0_source_acquisition_news_microstructure_hardening/l0_source_acquisition_news_microstructure_hardening_report.md,docs/reports/task_l0_source_acquisition_news_microstructure_hardening/task_l0_source_acquisition_news_microstructure_hardening_decision.csv,docs/reports/task_l0_source_acquisition_news_microstructure_hardening,python scripts/validate_l0_source_acquisition_hardening.py,L0 collection infrastructure ready and Alpaca IEX quote/trade smoke collected while strategy deployment and capital gates remain closed.
TaskL0MicrostructureFullUniverseBackgroundRefresh,L0 Microstructure Full Universe Background Refresh,Data & Market Microstructure,Accepted,active,not-applicable,background-source-collection-running,TaskL0SourceAcquisitionHardening,docs/reports/task_l0_microstructure_full_universe_background_refresh/l0_microstructure_full_universe_background_refresh_report.md,docs/reports/task_l0_microstructure_full_universe_background_refresh/task_l0_microstructure_full_universe_background_refresh_decision.csv,docs/reports/task_l0_microstructure_full_universe_background_refresh,python -m unittest tests.test_l0_microstructure_background_collector && python scripts/validate_l0_source_acquisition_hardening.py,Starts resumable full-period full-universe L0 quote trade collection with existing raw skip and no feature or broker gates opened.
TaskL0FullSourceBackgroundRefresh,L0 Full Source Background Refresh,Data & Market Microstructure,Accepted,active,not-applicable,background-source-collection-running,TaskL0SourceAcquisitionHardening,docs/reports/task_l0_full_source_background_refresh/l0_full_source_background_refresh_report.md,docs/reports/task_l0_full_source_background_refresh/task_l0_full_source_background_refresh_decision.csv,docs/reports/task_l0_full_source_background_refresh,python -m unittest tests.test_l0_news_background_collector tests.test_l0_microstructure_background_collector && python scripts/validate_l0_source_acquisition_hardening.py,Adds official GDELT Marketaux news background lanes alongside Alpaca microstructure while all trading gates remain closed.
TaskL0News3SourceFullBackfill,L0 News Three Source Full Backfill,Data & Market Microstructure,Accepted,active,not-applicable,background-source-collection-running,TaskL0FullSourceBackgroundRefresh,docs/reports/task_l0_news_3source_full_backfill/l0_news_3source_full_backfill_report.md,docs/reports/task_l0_news_3source_full_backfill/task_l0_news_3source_full_backfill_decision.csv,docs/reports/task_l0_news_3source_full_backfill,python -m unittest tests.test_l0_news_full_backfill tests.test_l0_news_background_collector && python scripts/validate_l0_source_acquisition_hardening.py,Plans smokes and starts source-specific full backfill for official_public_releases GDELT and Marketaux with Marketaux credential and official endpoint blockers explicit.
TaskL2CanonicalPrimitiveHardening,L2 Canonical Primitive Contract and Historical Live Separation Hardening,Data & Market Microstructure,Accepted,active,not-accepted,data-infrastructure-only,TaskL0FullSourceBackgroundRefresh,docs/reports/task_l2_canonical_primitive_hardening/l2_canonical_primitive_hardening_report.md,docs/reports/task_l2_canonical_primitive_hardening/task_l2_canonical_primitive_hardening_decision.csv,docs/reports/task_l2_canonical_primitive_hardening,python -m unittest tests.test_l2_canonical_primitive_hardening && python scripts/validate_l2_canonical_primitive_contract.py && python scripts/validate_l2_historical_live_separation.py && python scripts/validate_l2_no_trade_outputs.py && python scripts/validate_l3_inputs_are_l2_canonical.py,Adds canonical L2 primitive contract schema builders validators and historical live separation while strategy deployment and capital gates remain closed.
TaskL2LiveRuntimeCanonicalPath,L2 Live Runtime Canonical Path,Data & Market Microstructure,Accepted,active,not-accepted,data-infrastructure-only,TaskL2CanonicalPrimitiveHardening,docs/reports/task_l2_live_runtime_canonical_path/l2_live_runtime_canonical_path_report.md,docs/reports/task_l2_live_runtime_canonical_path/task_l2_live_runtime_canonical_path_decision.csv,docs/reports/task_l2_live_runtime_canonical_path,python -m unittest tests.test_l2_live_runtime_canonical_path tests.test_l2_canonical_primitive_hardening tests.test_task_089_market_signal_refresh tests.test_task583_live_signal_refresh_repair tests.test_task584_runtime_strategy_decision_gate && python scripts/validate_l2_live_runtime_canonical_path.py && python scripts/validate_l2_canonical_primitive_contract.py && python scripts/validate_l2_historical_live_separation.py && python scripts/validate_l2_no_trade_outputs.py && python scripts/validate_l3_inputs_are_l2_canonical.py,Wires live market bar and indicator runtime snapshots into canonical L2 receipts batches facts lineage and validators without opening strategy deployment or capital gates.
TaskL2NewsCanonicalPath,L2 News Canonical Path,Data & Market Microstructure,Accepted,active,not-accepted,data-infrastructure-only,TaskL2LiveRuntimeCanonicalPath,docs/reports/task_l2_news_canonical_path/l2_news_canonical_path_report.md,docs/reports/task_l2_news_canonical_path/task_l2_news_canonical_path_decision.csv,docs/reports/task_l2_news_canonical_path,python -m unittest tests.test_l2_news_canonical_path tests.test_l3_source_reliability && python scripts/validate_l2_news_canonical_path.py && python scripts/validate_l2_canonical_primitive_contract.py && python scripts/validate_l2_no_trade_outputs.py && python scripts/validate_l3_inputs_are_l2_canonical.py,Adds canonical L2 news_event writer from L0 news collector events while missing delayed or blocked news remains diagnostic blocker evidence and never negative signal trade output score output or order intent.
TaskL0BarFullUniverseL1L2Backfill,L0 Bar Full Universe L1 L2 Backfill,Data & Market Microstructure,Accepted,active,not-applicable,background-source-collection-running,TaskL0News3SourceFullBackfill,docs/reports/task_l0_bar_full_universe_l1_l2_backfill/l0_bar_full_universe_l1_l2_backfill_report.md,docs/reports/task_l0_bar_full_universe_l1_l2_backfill/task_l0_bar_full_universe_l1_l2_backfill_decision.csv,docs/reports/task_l0_bar_full_universe_l1_l2_backfill,python -m unittest tests.test_task_337_historical_intraday_backfill tests.test_l0_bar_full_backfill tests.test_l0_reference_snapshot tests.test_l0_collection_status && python scripts/task_registry_validate.py,Stops/postpones quote trade tick full collection and runs governed full-universe 5m bar daily-sharded bar plus reference asset calendar status collection in L1/L2-consumable form while news sources continue.
TaskL0PublicHeadlineBrowserCrawler,L0 Public Headline Browser Crawler Smoke,Data & Market Microstructure,Diagnostic Only,diagnostic,not-accepted,DATA_INFRASTRUCTURE_ONLY_NOT_DEPLOYMENT_READY,TaskL0BarFullUniverseL1L2Backfill,docs/reports/task_l0_public_headline_browser_crawler/task_l0_public_headline_browser_crawler_report.md,docs/reports/task_l0_public_headline_browser_crawler/task_l0_public_headline_browser_crawler_decision.csv,docs/reports/task_l0_public_headline_browser_crawler,python -m unittest tests.test_l0_source_acquisition_hardening tests.test_l2_news_canonical_path && python scripts/validate_l2_news_canonical_path.py --db-path trading.db && python scripts/validate_l2_no_trade_outputs.py --db-path trading.db,Smoke-tests evidence-bound Chrome Playwright public headline collection for PRNewswire and GlobeNewswire as discovery-only L0 news beside existing Marketaux GDELT official lanes.
TaskL0FreeNewsSourceMitigationResearch,L0 Free News Source Mitigation Research,Data & Market Microstructure,Diagnostic Only,diagnostic,not-accepted,DATA_INFRASTRUCTURE_ONLY_NOT_DEPLOYMENT_READY,TaskL0PublicHeadlineBrowserCrawler,docs/reports/task_l0_free_news_source_mitigation_research/task_l0_free_news_source_mitigation_research_report.md,docs/reports/task_l0_free_news_source_mitigation_research/task_l0_free_news_source_mitigation_research_decision.csv,docs/reports/task_l0_free_news_source_mitigation_research,python scripts/task_registry_validate.py && python scripts/operating_closeout_validate.py,Reframes free L0 news collection as machine-readable-first architecture with Chrome as fallback and plans mitigations for selector drift terms risk entity mapping and historical backfill uncertainty.
TaskL0SourceCapabilityProbe,L0 Public News Source Capability Probe,Data & Market Microstructure,Diagnostic Only,diagnostic,not-accepted,DATA_INFRASTRUCTURE_ONLY_NOT_DEPLOYMENT_READY,TaskL0FreeNewsSourceMitigationResearch,docs/reports/task_l0_source_capability_probe/task_l0_source_capability_probe_report.md,docs/reports/task_l0_source_capability_probe/task_l0_source_capability_probe_decision.csv,docs/reports/task_l0_source_capability_probe,python -m unittest tests.test_l0_source_capability_probe && python scripts/run_l0_source_capability_probe.py --summary-path data/artifacts/l0_source_capability_probe/capability_summary.json --event-path data/artifacts/l0_source_capability_probe/capability_events.jsonl && python scripts/run_l0_source_capability_probe.py --source-key cnbc_public_rss --source-key marketwatch_public_rss --source-key investing_public_rss --source-key bbc_public_rss --source-key ft_public_rss --source-key google_news_business_rss --source-key nasdaq_trader_notices --source-key guardian_open_platform --summary-path data/artifacts/l0_source_capability_probe/external_news_candidate_summary.json --event-path data/artifacts/l0_source_capability_probe/external_news_candidate_events.jsonl && python scripts/task_registry_validate.py,Implements machine-readable-first source capability probe for SEC newswire and external market macro candidates with seven viable RSS API additions and Google News blocked by robots guard before Chrome fallback.
TaskL0ChromeNewsCrawlerDeepReview,L0 Chrome News Crawler Deep Review,Data & Market Microstructure,Diagnostic Only,diagnostic,not-accepted,DATA_INFRASTRUCTURE_ONLY_NOT_DEPLOYMENT_READY,TaskL0SourceCapabilityProbe,docs/reports/task_l0_chrome_news_crawler_deep_review/task_l0_chrome_news_crawler_deep_review_report.md,docs/reports/task_l0_chrome_news_crawler_deep_review/task_l0_chrome_news_crawler_deep_review_decision.csv,docs/reports/task_l0_chrome_news_crawler_deep_review,python scripts/task_registry_validate.py && python scripts/operating_closeout_validate.py,Consolidates Chrome news crawler evidence and deep review packet concluding Chrome should be fallback and verification only after API RSS sitemap and JSON-LD routes.
TaskL0CrawlableNewsSourceDiscovery,L0 Crawlable Non-Newswire News Source Discovery,Data & Market Microstructure,Diagnostic Only,diagnostic,not-accepted,DATA_INFRASTRUCTURE_ONLY_NOT_DEPLOYMENT_READY,TaskL0ChromeNewsCrawlerDeepReview,docs/reports/task_l0_crawlable_news_source_discovery/task_l0_crawlable_news_source_discovery_report.md,docs/reports/task_l0_crawlable_news_source_discovery/task_l0_crawlable_news_source_discovery_decision.csv,docs/reports/task_l0_crawlable_news_source_discovery,python scripts/task_registry_validate.py,Finds and prioritizes free non-newswire RSS WordPress REST and sitemap candidates for macro crypto energy cyber semiconductor and broad public news context.
TaskL0PublicNewswireCollector,L0 Public Newswire Collector,Data & Market Microstructure,Diagnostic Only,diagnostic,not-accepted,DATA_INFRASTRUCTURE_ONLY_NOT_DEPLOYMENT_READY,TaskL0ChromeNewsCrawlerDeepReview,docs/reports/task_l0_public_newswire_collector/task_l0_public_newswire_collector_report.md,docs/reports/task_l0_public_newswire_collector/task_l0_public_newswire_collector_decision.csv,docs/reports/task_l0_public_newswire_collector,python -m unittest tests.test_l0_public_newswire_collector tests.test_l0_collection_status tests.test_l0_source_acquisition_hardening tests.test_l2_news_canonical_path tests.test_l3_source_reliability && python scripts/validate_l2_news_canonical_path.py --db-path data/artifacts/l0_public_newswire_mapping_l2_smoke_v3/news_l2_smoke.db && python scripts/validate_l2_no_trade_outputs.py --db-path data/artifacts/l0_public_newswire_mapping_l2_smoke_v3/news_l2_smoke.db && python scripts/validate_l2_news_canonical_path.py --db-path data/artifacts/l0_public_newswire_backfill_l2_smoke/news_l2_smoke.db && python scripts/validate_l2_no_trade_outputs.py --db-path data/artifacts/l0_public_newswire_backfill_l2_smoke/news_l2_smoke.db && python scripts/validate_l2_news_canonical_path.py --db-path data/artifacts/l0_public_newswire_context_refine_l2_smoke_v6/news_l2_smoke.db && python scripts/validate_l2_no_trade_outputs.py --db-path data/artifacts/l0_public_newswire_context_refine_l2_smoke_v6/news_l2_smoke.db && python scripts/validate_l2_news_canonical_path.py --db-path data/artifacts/l0_public_newswire_context_refine_l2_smoke_v8/news_l2_smoke.db && python scripts/validate_l2_no_trade_outputs.py --db-path data/artifacts/l0_public_newswire_context_refine_l2_smoke_v8/news_l2_smoke.db && python scripts/task_registry_validate.py,Adds PRNewswire GlobeNewswire and BusinessWire as public_newswire_feeds L0 collector with deterministic ticker/entity mapping expanded context-candidate routing watcher separate historical backfill mode unavailable archive accounting and L2 diagnostic ingestion.
TaskL0PublicNewswireContextRefineV013,L0 Public Newswire Context Refinement v0.1.3,Data & Market Microstructure,Diagnostic Only,diagnostic,not-accepted,DATA_INFRASTRUCTURE_ONLY_NOT_DEPLOYMENT_READY,TaskL0PublicNewswireCollector,docs/reports/task_l0_public_newswire_collector/task_l0_public_newswire_collector_report.md,docs/reports/task_l0_public_newswire_collector/task_l0_public_newswire_collector_decision.csv,docs/reports/task_l0_public_newswire_collector,python -m unittest tests.test_l0_public_newswire_collector tests.test_l2_news_canonical_path tests.test_l0_collection_status && python scripts/validate_l2_news_canonical_path.py --db-path data/artifacts/l0_public_newswire_context_refine_l2_smoke_v9/news_l2_smoke.db && python scripts/validate_l2_no_trade_outputs.py --db-path data/artifacts/l0_public_newswire_context_refine_l2_smoke_v9/news_l2_smoke.db && python scripts/validate_l2_news_canonical_path.py --db-path data/artifacts/l0_public_newswire_backfill_context_refine_l2_smoke_v3/news_l2_smoke.db && python scripts/validate_l2_no_trade_outputs.py --db-path data/artifacts/l0_public_newswire_backfill_context_refine_l2_smoke_v3/news_l2_smoke.db && python scripts/task_registry_validate.py,Adds v0.1.3 context-only classification for fixed-income central-bank auction corporate-results defense infrastructure and market-structure newswire rows without ticker inference and restarts background workers.
TaskL0PublicNewswireMappingV014,L0 Public Newswire Mapping Normalization v0.1.4,Data & Market Microstructure,Diagnostic Only,diagnostic,not-accepted,DATA_INFRASTRUCTURE_ONLY_NOT_DEPLOYMENT_READY,TaskL0PublicNewswireContextRefineV013,docs/reports/task_l0_public_newswire_collector/task_l0_public_newswire_collector_report.md,docs/reports/task_l0_public_newswire_collector/task_l0_public_newswire_collector_decision.csv,docs/reports/task_l0_public_newswire_collector,python -m unittest tests.test_l0_public_newswire_collector tests.test_l0_collection_status tests.test_l2_news_canonical_path tests.test_l3_source_reliability && python scripts/validate_l2_news_canonical_path.py --db-path data/artifacts/l0_public_newswire_mapping_v014_l2_smoke/news_l2_smoke.db && python scripts/validate_l2_no_trade_outputs.py --db-path data/artifacts/l0_public_newswire_mapping_v014_l2_smoke/news_l2_smoke.db && python scripts/validate_l3_inputs_are_l2_canonical.py --db-path data/artifacts/l0_public_newswire_mapping_v014_l2_smoke/news_l2_smoke.db && python scripts/task_registry_validate.py,Adds v0.1.4 deterministic newswire exact-alias normalization for HTML entities and Common Shares descriptors while keeping symbol-token fallback closed and restarts newswire workers.
TaskL0PublicNewswireSourceDeclaredExchangeV016,L0 Public Newswire Source-Declared Exchange Mapping v0.1.6,Data & Market Microstructure,Diagnostic Only,diagnostic,not-accepted,DATA_INFRASTRUCTURE_ONLY_NOT_DEPLOYMENT_READY,TaskL0PublicNewswireMappingV014,docs/reports/task_l0_public_newswire_collector/task_l0_public_newswire_collector_report.md,docs/reports/task_l0_public_newswire_collector/task_l0_public_newswire_collector_decision.csv,docs/reports/task_l0_public_newswire_collector,python -m unittest tests.test_l0_public_newswire_collector tests.test_l0_collection_status tests.test_l2_news_canonical_path tests.test_l3_source_reliability && python scripts/validate_l2_news_canonical_path.py --db-path data/artifacts/l0_public_newswire_v016_prn_bf_l2_smoke/news_l2_smoke.db && python scripts/validate_l2_no_trade_outputs.py --db-path data/artifacts/l0_public_newswire_v016_prn_bf_l2_smoke/news_l2_smoke.db && python scripts/validate_l3_inputs_are_l2_canonical.py --db-path data/artifacts/l0_public_newswire_v016_prn_bf_l2_smoke/news_l2_smoke.db && python scripts/task_registry_validate.py,Adds v0.1.6 article metadata description evidence and source-declared exchange-tag preservation for historical symbols outside the current active universe while keeping symbol-token fallback closed and newswire workers running.
TaskL0PublicNewswireMetadataEnrichmentV017,L0 Public Newswire Metadata Enrichment v0.1.7,Data & Market Microstructure,Diagnostic Only,diagnostic,not-accepted,DATA_INFRASTRUCTURE_ONLY_NOT_DEPLOYMENT_READY,TaskL0PublicNewswireSourceDeclaredExchangeV016,docs/reports/task_l0_public_newswire_collector/task_l0_public_newswire_collector_report.md,docs/reports/task_l0_public_newswire_collector/task_l0_public_newswire_collector_decision.csv,docs/reports/task_l0_public_newswire_collector,python -m unittest tests.test_l0_public_newswire_collector tests.test_l0_collection_status tests.test_l2_news_canonical_path tests.test_l3_source_reliability && python scripts/validate_l2_news_canonical_path.py --db-path data/artifacts/l0_public_newswire_v017_gnw_bf_l2_smoke/news_l2_smoke.db && python scripts/validate_l2_no_trade_outputs.py --db-path data/artifacts/l0_public_newswire_v017_gnw_bf_l2_smoke/news_l2_smoke.db && python scripts/validate_l3_inputs_are_l2_canonical.py --db-path data/artifacts/l0_public_newswire_v017_gnw_bf_l2_smoke/news_l2_smoke.db && python scripts/task_registry_validate.py,Adds v0.1.7 RSS description evidence and PRNewswire/GlobeNewswire sitemap article metadata enrichment with GlobeNewswire 80-row smoke 11 mapped 11 context 4 source-declared exchange rows and no trade gates.
TaskL3EconomicMeaningHardening,L3 Economic Meaning Engine Hardening,Research Governance,Diagnostic Only,diagnostic,NOT_ACCEPTED,DIAGNOSTIC_ONLY_NOT_DEPLOYMENT_READY,TaskL2LiveRuntimeCanonicalPath,docs/reports/task_l3_economic_meaning_hardening/l3_economic_meaning_hardening_report.md,docs/reports/task_l3_economic_meaning_hardening/task_l3_economic_meaning_hardening_decision.csv,docs/reports/task_l3_economic_meaning_hardening,python -m unittest tests.test_l3_confidence_components tests.test_l3_source_reliability tests.test_l3_event_priors tests.test_l3_freshness_decay tests.test_l3_evidence_edge_graph tests.test_l3_contradiction_detection tests.test_l3_legacy_compatibility,Adds diagnostic-only L3 v2 contracts confidence components source reliability event priors freshness decay evidence graph scoring and legacy compatibility without strategy deployment or capital permission.
TaskL3CalibrationRuleMigration,L3 Calibration Outcome Contract and Task742 Rule Migration,Research Governance,Diagnostic Only,diagnostic,NOT_ACCEPTED,DIAGNOSTIC_ONLY_NOT_DEPLOYMENT_READY,TaskL3EconomicMeaningHardening,docs/reports/task_l3_calibration_rule_migration/l3_calibration_rule_migration_report.md,docs/reports/task_l3_calibration_rule_migration/task_l3_calibration_rule_migration_decision.csv,docs/reports/task_l3_calibration_rule_migration,python -m unittest tests.test_l3_calibration_contracts tests.test_l3_calibration_bridge tests.test_l3_calibration_bridge_builder tests.test_l3_calibration_bridge_search tests.test_l3_task742_rule_migration && python scripts/validate_l3_calibration_contract.py && python scripts/validate_l3_calibration_bridge_contract.py && python scripts/build_l3_calibration_bridge_eligibility_audit.py && python scripts/validate_l3_bridge_eligibility_audit.py && python scripts/build_l3_explicit_bridge_search_audit.py && python scripts/validate_l3_explicit_bridge_search_audit.py && python scripts/build_l3_calibration_outcome_table.py && python scripts/validate_l3_calibration_outcome_table.py && python scripts/build_l3_task742_packet_bridge_gap_audit.py && python scripts/validate_l3_task742_packet_bridge_gap_audit.py && python scripts/build_l3_task742_remote_artifact_availability_audit.py && python scripts/build_l3_task742_schema_search_audit.py && python scripts/validate_l3_task742_schema_search_audit.py && python scripts/validate_l3_task742_rule_migration.py,Adds explicit-key-only L3 calibration bridge and outcome contract SQLite store audit buckets canonical source-event exact bridge search calibration outcome table Task742 packet bridge gap remote artifact availability audits renamed-schema search and GitHub-recovered Task742 diagnostic rule migration without inferred matching or trading permission.
TaskL3CanonicalEconomicMeaningRebuild,L3 Canonical Diagnostic Economic Meaning Rebuild,Research Governance,Diagnostic Only,diagnostic,NOT_ACCEPTED,DIAGNOSTIC_ONLY_NOT_DEPLOYMENT_READY,TaskL3CalibrationRuleMigration,docs/reports/task_l3_canonical_economic_meaning_rebuild/l3_canonical_rebuild_report.md,docs/reports/task_l3_canonical_economic_meaning_rebuild/l3_canonical_rebuild_decision.csv,docs/reports/task_l3_canonical_economic_meaning_rebuild,python -m unittest tests.test_l3_canonical_diagnostic_engine && python scripts/build_l3_canonical_diagnostic_rebuild.py && python scripts/validate_l3_canonical_diagnostic_rebuild.py,Closes Task742 packet recovery as unrecoverable and creates canonical source-event diagnostic context-only L3 meanings edges graphs and exact-bridge calibration audit without inferred matching or trading permission.
TaskL0PublicContextNewsCollector,L0 Public Context News Collector,Data & Market Microstructure,Diagnostic Only,diagnostic,not-accepted,DATA_INFRASTRUCTURE_ONLY_NOT_DEPLOYMENT_READY,TaskL0PublicNewswireCollector,docs/reports/task_l0_public_context_news_collector/task_l0_public_context_news_collector_report.md,docs/reports/task_l0_public_context_news_collector/task_l0_public_context_news_collector_decision.csv,docs/reports/task_l0_public_context_news_collector,python -m unittest tests.test_l0_public_context_news_collector tests.test_l0_collection_status tests.test_l2_news_canonical_path tests.test_l3_source_reliability && python scripts/validate_l2_news_canonical_path.py --db-path data/artifacts/l0_public_context_news_l2_smoke_v3/news_l2_smoke.db && python scripts/validate_l2_no_trade_outputs.py --db-path data/artifacts/l0_public_context_news_l2_smoke_v3/news_l2_smoke.db && python scripts/validate_l2_news_canonical_path.py --db-path data/artifacts/l0_public_context_news_backfill_l2_smoke/news_l2_smoke.db && python scripts/validate_l2_no_trade_outputs.py --db-path data/artifacts/l0_public_context_news_backfill_l2_smoke/news_l2_smoke.db && python scripts/validate_l2_news_canonical_path.py --db-path data/artifacts/l0_public_context_news_cftc_backfill_l2_smoke/news_l2_smoke.db && python scripts/validate_l2_no_trade_outputs.py --db-path data/artifacts/l0_public_context_news_cftc_backfill_l2_smoke/news_l2_smoke.db && python scripts/validate_l2_news_canonical_path.py --db-path data/artifacts/l0_public_context_news_official_expansion_l2_smoke_v1/news_l2_smoke.db && python scripts/validate_l2_no_trade_outputs.py --db-path data/artifacts/l0_public_context_news_official_expansion_l2_smoke_v1/news_l2_smoke.db && python scripts/validate_l3_inputs_are_l2_canonical.py --db-path data/artifacts/l0_public_context_news_official_expansion_l2_smoke_v1/news_l2_smoke.db && python scripts/task_registry_validate.py,Adds public_context_news_feeds macro policy market structure crypto central-bank energy defense and World Bank RSS/API collector with ticker mapping not required diagnostic L2 ingestion and Federal Register Federal Reserve CFTC World Bank historical backfill running.
TaskL0PublicMarketMacroNewsCollector,L0 Public Market Macro News Collector,Data & Market Microstructure,Diagnostic Only,diagnostic,not-accepted,DATA_INFRASTRUCTURE_ONLY_NOT_DEPLOYMENT_READY,TaskL0SourceCapabilityProbe,docs/reports/task_l0_public_market_macro_news_collector/task_l0_public_market_macro_news_collector_report.md,docs/reports/task_l0_public_market_macro_news_collector/task_l0_public_market_macro_news_collector_decision.csv,docs/reports/task_l0_public_market_macro_news_collector,python -m unittest tests.test_l0_public_market_macro_news_collector tests.test_l0_collection_status tests.test_l2_news_canonical_path tests.test_l3_source_reliability && python scripts/validate_l2_news_canonical_path.py --db-path data/artifacts/l0_public_market_macro_news_smoke/news_l2_smoke.db && python scripts/validate_l2_no_trade_outputs.py --db-path data/artifacts/l0_public_market_macro_news_smoke/news_l2_smoke.db && python scripts/validate_l2_news_canonical_path.py --db-path data/artifacts/l0_public_market_macro_news_expansion_l2_smoke_v2/news_l2_smoke.db && python scripts/validate_l2_no_trade_outputs.py --db-path data/artifacts/l0_public_market_macro_news_expansion_l2_smoke_v2/news_l2_smoke.db && python scripts/validate_l2_news_canonical_path.py --db-path data/artifacts/l0_public_market_macro_news_cnbc_backfill_l2_smoke_v4/news_l2_smoke.db && python scripts/validate_l2_no_trade_outputs.py --db-path data/artifacts/l0_public_market_macro_news_cnbc_backfill_l2_smoke_v4/news_l2_smoke.db && python scripts/validate_l2_news_canonical_path.py --db-path data/artifacts/l0_pm_wiki_bf_l2_smoke_v3/news_l2_smoke.db && python scripts/validate_l2_no_trade_outputs.py --db-path data/artifacts/l0_pm_wiki_bf_l2_smoke_v3/news_l2_smoke.db && python scripts/validate_l2_news_canonical_path.py --db-path data/artifacts/l0_pm_common_crawl_bf_l2_smoke_v3/news_l2_smoke.db && python scripts/validate_l2_no_trade_outputs.py --db-path data/artifacts/l0_pm_common_crawl_bf_l2_smoke_v3/news_l2_smoke.db && python scripts/validate_l2_news_canonical_path.py --db-path data/artifacts/l0_pm_common_crawl_bf_l2_smoke_v8/news_l2_smoke.db && python scripts/validate_l2_no_trade_outputs.py --db-path data/artifacts/l0_pm_common_crawl_bf_l2_smoke_v8/news_l2_smoke.db && python scripts/validate_l2_news_canonical_path.py --db-path data/artifacts/l0_pm_wordpress_bf_l2_smoke_v2/news_l2_smoke.db && python scripts/validate_l2_no_trade_outputs.py --db-path data/artifacts/l0_pm_wordpress_bf_l2_smoke_v2/news_l2_smoke.db && python scripts/validate_l2_news_canonical_path.py --db-path data/artifacts/l0_pm_ev_wp_bf_l2_smoke_v1/news_l2_smoke.db && python scripts/validate_l2_no_trade_outputs.py --db-path data/artifacts/l0_pm_ev_wp_bf_l2_smoke_v1/news_l2_smoke.db && python scripts/validate_l2_news_canonical_path.py --db-path data/artifacts/l0_pm_external_rss_l2_smoke_v1/news_l2_smoke.db && python scripts/validate_l2_no_trade_outputs.py --db-path data/artifacts/l0_pm_external_rss_l2_smoke_v1/news_l2_smoke.db && python scripts/validate_l2_news_canonical_path.py --db-path data/artifacts/l0_pm_external_wp_bf_l2_smoke_v1/news_l2_smoke.db && python scripts/validate_l2_no_trade_outputs.py --db-path data/artifacts/l0_pm_external_wp_bf_l2_smoke_v1/news_l2_smoke.db && python scripts/task_registry_validate.py,Adds public_market_macro_news_feeds 22-source RSS watcher plus Guardian 2016 API backfill CNBC sitemap article-meta historical backfill Wikimedia Current Events monthly historical backfill CNN Money Common Crawl CDX/WARC archive backfill The Hill/TechCrunch/Electrek/Teslarati/Semiconductor Engineering/Bitcoin Magazine/9to5Mac/9to5Google/PV Magazine USA WordPress REST archive backfill with ticker mapping not required diagnostic L2 ingestion and background workers running.
TaskL0NonNewswireSourceExpansionV2,L0 Non-Newswire Source Expansion v2,Data & Market Microstructure,Diagnostic Only,diagnostic,not-accepted,DATA_INFRASTRUCTURE_ONLY_NOT_DEPLOYMENT_READY,TaskL0CrawlableNewsSourceDiscovery,docs/reports/task_l0_non_newswire_source_expansion_v2/task_l0_non_newswire_source_expansion_v2_report.md,docs/reports/task_l0_non_newswire_source_expansion_v2/task_l0_non_newswire_source_expansion_v2_decision.csv,docs/reports/task_l0_non_newswire_source_expansion_v2,python -m unittest tests.test_l0_public_market_macro_news_collector && python scripts/validate_l2_news_canonical_path.py --db-path data/artifacts/l0_pm_non_newswire_v2_l2_smoke/news_l2_smoke.db && python scripts/validate_l2_no_trade_outputs.py --db-path data/artifacts/l0_pm_non_newswire_v2_l2_smoke/news_l2_smoke.db && python scripts/validate_l3_inputs_are_l2_canonical.py --db-path data/artifacts/l0_pm_non_newswire_v2_l2_smoke/news_l2_smoke.db && python scripts/task_registry_validate.py,Promotes additional non-newswire RSS sitemap and WordPress REST candidates into public_market_macro_news_collector v0.1.7 with 15 RSS live sources AP sitemap backfill and SpaceNews CarbonBrief RobotReport WordPress backfill smoke validated through L2.
