"path","class","recommendation","delete_risk","result","size_bytes","note"
"src/backtest/__pycache__/build_task545_factor_adjusted_failure_suppression.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","16550","Generated cache file deleted."
"src/backtest/__pycache__/build_task546_microstructure_live_capture_layer.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","21160","Generated cache file deleted."
"src/backtest/__pycache__/build_task547_paper_shadow_microstructure_capture_run.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","10979","Generated cache file deleted."
"src/backtest/__pycache__/build_task548_555_quant_doc_alignment.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","41491","Generated cache file deleted."
"src/backtest/__pycache__/build_task556_vwap_bandwalk_portfolio_revalidation.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","23333","Generated cache file deleted."
"src/backtest/__pycache__/build_task557_560_vwap_acceptance_development.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","25287","Generated cache file deleted."
"src/backtest/__pycache__/build_task561_565_firm_grade_context_development.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","24722","Generated cache file deleted."
"src/backtest/__pycache__/build_task566_570_firm_grade_validation_loop.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","31185","Generated cache file deleted."
"src/backtest/__pycache__/build_task571_alpaca_sip_microstructure_capture_activation.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","14679","Generated cache file deleted."
"src/backtest/__pycache__/build_task572_575_historical_microstructure_backfill.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","29354","Generated cache file deleted."
"src/backtest/__pycache__/build_task576_microstructure_aware_continuation_backtest.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","15043","Generated cache file deleted."
"src/backtest/__pycache__/build_task577_580_nbbo_trajectory_validation.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","32405","Generated cache file deleted."
"src/backtest/__pycache__/build_task581_quote_pressure_price_response_refinement.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","26448","Generated cache file deleted."
"src/backtest/__pycache__/build_theme_canonical_continuation_quality_390.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","12382","Generated cache file deleted."
"src/backtest/__pycache__/build_timestamp_price_namespace_repair_381.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","21521","Generated cache file deleted."
"src/backtest/__pycache__/canonical_continuation_engine_385.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","19275","Generated cache file deleted."
"src/backtest/__pycache__/canonical_continuation_multifactor_filter.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","14461","Generated cache file deleted."
"src/backtest/__pycache__/canonical_position_lifecycle_event_sourcing.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","12949","Generated cache file deleted."
"src/backtest/__pycache__/continuation_event_chain.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","21458","Generated cache file deleted."
"src/backtest/__pycache__/continuation_event_identity.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","14047","Generated cache file deleted."
"src/backtest/__pycache__/continuation_event_lineage.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","16125","Generated cache file deleted."
"src/backtest/__pycache__/continuation_event_schema.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","1907","Generated cache file deleted."
"src/backtest/__pycache__/continuation_intraday_events.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","18376","Generated cache file deleted."
"src/backtest/__pycache__/continuation_lifecycle.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","8034","Generated cache file deleted."
"src/backtest/__pycache__/continuation_lifecycle_identity.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","9464","Generated cache file deleted."
"src/backtest/__pycache__/continuation_lifecycle_replay.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","28722","Generated cache file deleted."
"src/backtest/__pycache__/continuation_setup_identity.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","23987","Generated cache file deleted."
"src/backtest/__pycache__/continuation_timeline_builder.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","7616","Generated cache file deleted."
"src/backtest/__pycache__/data_loader.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","10195","Generated cache file deleted."
"src/backtest/__pycache__/engine.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","35076","Generated cache file deleted."
"src/backtest/__pycache__/engine_full.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","36270","Generated cache file deleted."
"src/backtest/__pycache__/entry_gates.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","6779","Generated cache file deleted."
"src/backtest/__pycache__/exposure_evolution_snapshot.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","5952","Generated cache file deleted."
"src/backtest/__pycache__/indicators.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","2626","Generated cache file deleted."
"src/backtest/__pycache__/intraday_canonical_continuation_engine_388.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","22527","Generated cache file deleted."
"src/backtest/__pycache__/models.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","3856","Generated cache file deleted."
"src/backtest/__pycache__/persistence_lineage_timeline.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","4700","Generated cache file deleted."
"src/backtest/__pycache__/source_setup_identity.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","11061","Generated cache file deleted."
"src/backtest/__pycache__/source_truth_continuation_identity.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","12496","Generated cache file deleted."
"src/backtest/__pycache__/source_truth_lineage.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","14222","Generated cache file deleted."
"src/backtest/__pycache__/task_report_utils.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","1853","Generated cache file deleted."
"src/backtest/__pycache__/tbl_execution.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","4966","Generated cache file deleted."
"src/backtest/core/__pycache__/__init__.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","266","Generated cache file deleted."
"src/backtest/core/__pycache__/cost_stress.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","1616","Generated cache file deleted."
"src/backtest/core/__pycache__/leakage.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","1456","Generated cache file deleted."
"src/backtest/core/__pycache__/metrics.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","2234","Generated cache file deleted."
"src/backtest/reports/__pycache__/__init__.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","251","Generated cache file deleted."
"src/backtest/reports/__pycache__/standard_report.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","1822","Generated cache file deleted."
"src/common/__pycache__/__init__.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","247","Generated cache file deleted."
"src/common/__pycache__/__init__.cpython-313.pyc.1584633576736","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","247","Generated cache file deleted."
"src/common/__pycache__/__init__.cpython-313.pyc.1883010466320","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","247","Generated cache file deleted."
"src/common/__pycache__/__init__.cpython-313.pyc.1927870244752","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","247","Generated cache file deleted."
"src/common/__pycache__/__init__.cpython-313.pyc.1948449592048","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","247","Generated cache file deleted."
"src/common/__pycache__/__init__.cpython-313.pyc.1994033358736","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","247","Generated cache file deleted."
"src/common/__pycache__/__init__.cpython-313.pyc.2005240539264","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","247","Generated cache file deleted."
"src/common/__pycache__/__init__.cpython-313.pyc.2257424511696","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","247","Generated cache file deleted."
"src/common/__pycache__/__init__.cpython-313.pyc.2536830363776","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","247","Generated cache file deleted."
"src/common/__pycache__/__init__.cpython-313.pyc.2557684777728","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","247","Generated cache file deleted."
"src/common/__pycache__/__init__.cpython-313.pyc.2613076283664","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","247","Generated cache file deleted."
"src/common/__pycache__/__init__.cpython-313.pyc.2641767137808","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","247","Generated cache file deleted."
"src/common/__pycache__/models.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","18604","Generated cache file deleted."
"src/common/__pycache__/models.cpython-313.pyc.1584633565696","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","3600","Generated cache file deleted."
"src/common/__pycache__/models.cpython-313.pyc.1883010466560","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","5007","Generated cache file deleted."
"src/common/__pycache__/models.cpython-313.pyc.1927870247392","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","5055","Generated cache file deleted."
"src/common/__pycache__/models.cpython-313.pyc.1948449592528","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","3600","Generated cache file deleted."
"src/common/__pycache__/models.cpython-313.pyc.1994033361376","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","5007","Generated cache file deleted."
"src/common/__pycache__/models.cpython-313.pyc.2005240541904","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","3600","Generated cache file deleted."
"src/common/__pycache__/models.cpython-313.pyc.2257424511936","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","6361","Generated cache file deleted."
"src/common/__pycache__/models.cpython-313.pyc.2536830366416","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","5823","Generated cache file deleted."
"src/common/__pycache__/models.cpython-313.pyc.2557684780368","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","5823","Generated cache file deleted."
"src/common/__pycache__/models.cpython-313.pyc.2613076283904","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","6361","Generated cache file deleted."
"src/common/__pycache__/models.cpython-313.pyc.2641767138048","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","5055","Generated cache file deleted."
"src/data/__pycache__/__init__.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","239","Generated cache file deleted."
"src/data/__pycache__/alpaca_historical_microstructure_export.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","23407","Generated cache file deleted."
"src/data/__pycache__/alpaca_stock_stream_archive.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","12040","Generated cache file deleted."
"src/data/__pycache__/env_loader.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","4141","Generated cache file deleted."
"src/data/__pycache__/full_depth_book_archive.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","2429","Generated cache file deleted."
"src/data/__pycache__/intraday_backfill.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","19287","Generated cache file deleted."
"src/data/__pycache__/paper_shadow_microstructure_capture.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","15104","Generated cache file deleted."
"src/execution/__pycache__/__init__.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","234","Generated cache file deleted."
"src/execution/__pycache__/__init__.cpython-313.pyc.1584633416496","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","234","Generated cache file deleted."
"src/execution/__pycache__/__init__.cpython-313.pyc.1883010273328","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","234","Generated cache file deleted."
"src/execution/__pycache__/__init__.cpython-313.pyc.1927870895664","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","234","Generated cache file deleted."
"src/execution/__pycache__/__init__.cpython-313.pyc.1994034009648","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","234","Generated cache file deleted."
"src/execution/__pycache__/__init__.cpython-313.pyc.2005241173296","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","234","Generated cache file deleted."
"src/execution/__pycache__/__init__.cpython-313.pyc.2257425127728","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","234","Generated cache file deleted."
"src/execution/__pycache__/__init__.cpython-313.pyc.2536830993712","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","234","Generated cache file deleted."
"src/execution/__pycache__/__init__.cpython-313.pyc.2557684600880","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","234","Generated cache file deleted."
"src/execution/__pycache__/__init__.cpython-313.pyc.2613076110128","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","234","Generated cache file deleted."
"src/execution/__pycache__/__init__.cpython-313.pyc.2641766944816","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","234","Generated cache file deleted."
"src/execution/__pycache__/broker_fill_reconciliation.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","11958","Generated cache file deleted."
"src/execution/__pycache__/broker_trade_lineage_builder.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","22918","Generated cache file deleted."
"src/execution/__pycache__/broker_truth_exit_mapper.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","18004","Generated cache file deleted."
"src/execution/__pycache__/cancel_loop.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","6890","Generated cache file deleted."
"src/execution/__pycache__/exit_fill_reconciliation.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","19565","Generated cache file deleted."
"src/execution/__pycache__/interface.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","2381","Generated cache file deleted."
"src/execution/__pycache__/interface.cpython-313.pyc.1584634057008","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","1585","Generated cache file deleted."
"src/execution/__pycache__/interface.cpython-313.pyc.1883010278448","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","1585","Generated cache file deleted."
"src/execution/__pycache__/interface.cpython-313.pyc.1927872882480","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","1585","Generated cache file deleted."
"src/execution/__pycache__/interface.cpython-313.pyc.1994035996464","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","1585","Generated cache file deleted."
"src/execution/__pycache__/interface.cpython-313.pyc.2005243143728","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","1585","Generated cache file deleted."
"src/execution/__pycache__/interface.cpython-313.pyc.2257427163184","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","1585","Generated cache file deleted."
"src/execution/__pycache__/interface.cpython-313.pyc.2536833001520","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","1585","Generated cache file deleted."
"src/execution/__pycache__/interface.cpython-313.pyc.2557684606000","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","1585","Generated cache file deleted."
"src/execution/__pycache__/interface.cpython-313.pyc.2613076112688","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","1585","Generated cache file deleted."
"src/execution/__pycache__/interface.cpython-313.pyc.2641766949936","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","1585","Generated cache file deleted."
"src/execution/__pycache__/paper_shadow_order_fill_archive.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","6579","Generated cache file deleted."
"src/execution/__pycache__/policies.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","3017","Generated cache file deleted."
"src/execution/__pycache__/stop_tp_validation.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","48865","Generated cache file deleted."
"src/execution/__pycache__/validate_broker_trade_lineage.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","5656","Generated cache file deleted."
"src/experiments/__pycache__/__init__.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","246","Generated cache file deleted."
"src/experiments/__pycache__/registry.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","2168","Generated cache file deleted."
"src/experiments/__pycache__/runner.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","2827","Generated cache file deleted."
"src/integration/__pycache__/__init__.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","255","Generated cache file deleted."
"src/integration/__pycache__/kis_auth_manager.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","10826","Generated cache file deleted."
"src/integration/__pycache__/kis_client.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","28757","Generated cache file deleted."
"src/integration/__pycache__/slack_client.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","2559","Generated cache file deleted."
"src/market/__pycache__/__init__.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","233","Generated cache file deleted."
"src/market/__pycache__/__init__.cpython-313.pyc.1584633573856","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","233","Generated cache file deleted."
"src/market/__pycache__/__init__.cpython-313.pyc.1883010470160","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","233","Generated cache file deleted."
"src/market/__pycache__/__init__.cpython-313.pyc.1927875233712","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","233","Generated cache file deleted."
"src/market/__pycache__/__init__.cpython-313.pyc.1994038347696","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","233","Generated cache file deleted."
"src/market/__pycache__/__init__.cpython-313.pyc.2005245528224","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","233","Generated cache file deleted."
"src/market/__pycache__/__init__.cpython-313.pyc.2257429498736","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","233","Generated cache file deleted."
"src/market/__pycache__/__init__.cpython-313.pyc.2536835352736","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","233","Generated cache file deleted."
"src/market/__pycache__/__init__.cpython-313.pyc.2557684781568","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","233","Generated cache file deleted."
"src/market/__pycache__/__init__.cpython-313.pyc.2613076281504","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","233","Generated cache file deleted."
"src/market/__pycache__/__init__.cpython-313.pyc.2641767141648","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","233","Generated cache file deleted."
"src/market/__pycache__/interface.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","1104","Generated cache file deleted."
"src/market/__pycache__/interface.cpython-313.pyc.1584634316720","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","980","Generated cache file deleted."
"src/market/__pycache__/interface.cpython-313.pyc.1883010470400","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","1104","Generated cache file deleted."
"src/market/__pycache__/interface.cpython-313.pyc.1927875234192","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","1104","Generated cache file deleted."
"src/market/__pycache__/interface.cpython-313.pyc.1994038348176","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","1104","Generated cache file deleted."
"src/market/__pycache__/interface.cpython-313.pyc.2005245528704","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","980","Generated cache file deleted."
"src/market/__pycache__/interface.cpython-313.pyc.2257429503536","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","1104","Generated cache file deleted."
"src/market/__pycache__/interface.cpython-313.pyc.2536835353216","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","1104","Generated cache file deleted."
"src/market/__pycache__/interface.cpython-313.pyc.2557684781808","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","1104","Generated cache file deleted."
"src/market/__pycache__/interface.cpython-313.pyc.2613076282224","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","1104","Generated cache file deleted."
"src/market/__pycache__/interface.cpython-313.pyc.2641767141888","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","1104","Generated cache file deleted."
"src/portfolio/__pycache__/__init__.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","328","Generated cache file deleted."
"src/portfolio/__pycache__/allocator.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","2009","Generated cache file deleted."
"src/replay/__pycache__/order_match_validator.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","1324","Generated cache file deleted."
"src/replay/__pycache__/order_reconstruction_engine.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","37516","Generated cache file deleted."
"src/replay/__pycache__/position_reconstruction_engine.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","29507","Generated cache file deleted."
"src/replay/__pycache__/replay_completeness_engine.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","34055","Generated cache file deleted."
"src/replay/__pycache__/replay_completeness_validator.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","1256","Generated cache file deleted."
"src/reporting/__pycache__/__init__.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","247","Generated cache file deleted."
"src/reporting/__pycache__/__init__.cpython-313.pyc.1584634061616","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","247","Generated cache file deleted."
"src/reporting/__pycache__/__init__.cpython-313.pyc.1883010282800","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","247","Generated cache file deleted."
"src/reporting/__pycache__/__init__.cpython-313.pyc.1927872884528","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","247","Generated cache file deleted."
"src/reporting/__pycache__/__init__.cpython-313.pyc.1994035998512","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","247","Generated cache file deleted."
"src/reporting/__pycache__/__init__.cpython-313.pyc.2005243145776","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","247","Generated cache file deleted."
"src/reporting/__pycache__/__init__.cpython-313.pyc.2257427165232","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","247","Generated cache file deleted."
"src/reporting/__pycache__/__init__.cpython-313.pyc.2536833003568","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","247","Generated cache file deleted."
"src/reporting/__pycache__/__init__.cpython-313.pyc.2557684610352","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","247","Generated cache file deleted."
"src/reporting/__pycache__/__init__.cpython-313.pyc.2613076113200","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","247","Generated cache file deleted."
"src/reporting/__pycache__/__init__.cpython-313.pyc.2641766954288","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","247","Generated cache file deleted."
"src/reporting/__pycache__/interface.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","927","Generated cache file deleted."
"src/reporting/__pycache__/interface.cpython-313.pyc.1584634061616","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","927","Generated cache file deleted."
"src/reporting/__pycache__/interface.cpython-313.pyc.1883010282800","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","927","Generated cache file deleted."
"src/reporting/__pycache__/interface.cpython-313.pyc.1927872884528","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","927","Generated cache file deleted."
"src/reporting/__pycache__/interface.cpython-313.pyc.1994035998512","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","927","Generated cache file deleted."
"src/reporting/__pycache__/interface.cpython-313.pyc.2005243145776","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","927","Generated cache file deleted."
"src/reporting/__pycache__/interface.cpython-313.pyc.2257427165232","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","927","Generated cache file deleted."
"src/reporting/__pycache__/interface.cpython-313.pyc.2536833003568","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","927","Generated cache file deleted."
"src/reporting/__pycache__/interface.cpython-313.pyc.2557684610352","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","927","Generated cache file deleted."
"src/reporting/__pycache__/interface.cpython-313.pyc.2613076113200","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","927","Generated cache file deleted."
"src/reporting/__pycache__/interface.cpython-313.pyc.2641766954288","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","927","Generated cache file deleted."
"src/reporting/__pycache__/readiness_registry.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","8453","Generated cache file deleted."
"src/reporting/__pycache__/research_task_catalog.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","5909","Generated cache file deleted."
"src/research/__pycache__/concentration_stability.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","22972","Generated cache file deleted."
"src/risk/__pycache__/__init__.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","2151","Generated cache file deleted."
"src/risk/__pycache__/__init__.cpython-313.pyc.1584634316960","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","224","Generated cache file deleted."
"src/risk/__pycache__/__init__.cpython-313.pyc.1883010470640","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","224","Generated cache file deleted."
"src/risk/__pycache__/__init__.cpython-313.pyc.1927875238992","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","224","Generated cache file deleted."
"src/risk/__pycache__/__init__.cpython-313.pyc.1994038352976","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","224","Generated cache file deleted."
"src/risk/__pycache__/__init__.cpython-313.pyc.2005245533504","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","224","Generated cache file deleted."
"src/risk/__pycache__/__init__.cpython-313.pyc.2257429506176","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","224","Generated cache file deleted."
"src/risk/__pycache__/__init__.cpython-313.pyc.2536835358016","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","224","Generated cache file deleted."
"src/risk/__pycache__/__init__.cpython-313.pyc.2557684782768","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","224","Generated cache file deleted."
"src/risk/__pycache__/__init__.cpython-313.pyc.2613076285344","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","224","Generated cache file deleted."
"src/risk/__pycache__/__init__.cpython-313.pyc.2641767142128","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","224","Generated cache file deleted."
"src/risk/__pycache__/add_relay_diagnostics.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","18811","Generated cache file deleted."
"src/risk/__pycache__/exposure_throttle.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","13212","Generated cache file deleted."
"src/risk/__pycache__/factor_budget.cpython-313.pyc","GENERATED_CACHE","DELETE_SAFE","LOW","DELETED","3511","Generated cache file deleted."
